REPORTED_WKLY_SPEND,REPORTED_WKLY_SPEND_USF,REPORTED_WKLY_SPEND_COMPETITOR_1,REPORTED_COP_SPEND,REPORTED_PRODUCE_SPEND,SMALL_QTY_RANK,DEL_FLEX_RANK,CUT_TIME_RANK,CUST_NBR,DIV_NBR,PYR_SEG_CD
9650.173462,1350.173462,600,4800,2080,8,9,10,4466,48,Independent Restaurant
14357.08673,3357.086731,0,4200,5900,8,6,7,145095,13,Independent Restaurant
7613.505192,2113.505192,1500,700,800,8,2,10,151,20,Independent Restaurant
3003.674808,703.6748077,2000,1700,700,8,6,9,143669,50,Independent Restaurant
1881.75,781.75,1100,1300,1300,8,10,3,138175,41,Independent Restaurant
10051.15846,1551.158462,0,900,1990,8,5,6,50386,10,Independent Restaurant
10972.48846,1772.488462,1200,4920,2000,8,5,6,93398,2,Independent Restaurant
83.839375,33.839375,0,10,10,8,9,2,81286,3,Education
1002.375769,652.3757692,0,500,25,8,4,10,68378,34,Independent Restaurant
1846.484242,746.4842424,0,330,630,8,9,10,14497,36,Other
15874.83288,2874.832885,4000,4400,6750,8,5,9,136401,62,Independent Restaurant
85.58788461,35.58788461,0,0,0,8,2,10,139178,19,Hospitality
17231.96308,17126.96308,0,35,0,8,1,6,119386,15,Retail
143.0186538,138.0186538,0,0,0,8,4,9,79826,9,Other
2758.334231,2663.334231,65,19.65,8.2,8,3,10,79454,34,Hospitality
13842.80038,6342.800385,7500,4500,1500,8,4,6,35045,21,Independent Restaurant
3095.897292,1125.780833,0,360.2498667,551.6326083,9,5,10,117442,30,Education
17625.33327,17495.33327,0,2000,8020,9,5,8,39404,37,Independent Restaurant
35213.38038,24613.38038,0,14500,5600,9,8,10,16616,13,Independent Restaurant
66879.3775,6379.3775,0,8425,4900,9,2,5,32536,10,Independent Restaurant
10282.72692,7082.726923,1000,4580,2000,9,10,7,143954,21,Independent Restaurant
37822.88769,30822.88769,0,2400,1400,9,8,5,3312,39,Other
11177.25865,7477.258654,1200,4140,3740,9,5,1,52743,3,Independent Restaurant
12399.77981,5399.779808,0,2800,2800,9,7,8,6639,28,Independent Restaurant
7689.764038,7339.764038,350,1800,3600,9,3,6,28546,6,Hospitality
2659.956731,2629.956731,0,0,100,9,4,8,93578,47,Hospitality
13578.75096,5578.750962,8000,6950,4500,9,4,6,41648,58,Hospitality
4606.578654,3556.578654,0,2000,1200,9,7,10,4867,3,Independent Restaurant
14612.9375,2612.9375,12000,5200,2800,9,6,3,1291,31,Hospitality
16700.67885,100.6788462,3800,12270,140,9,8,10,53085,32,Retail
5642.994808,1742.994808,2500,1750,1850,9,6,10,91866,15,Independent Restaurant
10634.25808,1634.258077,6000,3900,3900,9,4,2,80578,32,Independent Restaurant
1668.503846,618.5038462,0,1200,750,9,8,6,132164,34,Independent Restaurant
3431.841538,631.8415385,0,1250,3425,9,5,8,107382,61,Independent Restaurant
30473.51942,6323.519423,5500,8064.5,5536.5,9,3,10,57711,60,Retail
794.3208333,444.3208333,0,750,0,9,6,8,50523,39,Government
6300.768654,2100.768654,1500,2346,858,9,5,6,30325,20,Independent Restaurant
4556.355192,806.3551923,3000,1575,1275,9,10,6,54892,38,Independent Restaurant
4080.198077,2480.198077,600,840,120,9,3,10,150658,15,National Chain
2710.817308,1610.817308,0,600,360,9,10,4,37116,48,Health Care
4357.628269,3307.628269,0,500,0,9,5,4,119026,5,Hospitality
4534.898846,234.8988462,800,2300,1870,9,5,7,85849,9,Independent Restaurant
2057.584444,657.5844444,0,140,720,9,5,10,14057,27,Independent Restaurant
2057.584444,657.5844444,0,140,720,9,5,10,14057,27,Independent Restaurant
7553.735,553.735,3000,4300,950,9,6,10,40417,29,Independent Restaurant
1492.811346,392.8113462,0,759,344,9,7,8,56235,18,Independent Restaurant
15431.75596,1431.755962,9000,5250,2050,9,5,6,90612,18,Independent Restaurant
10501,1,0,5000,500,9,10,6,146848,35,Independent Restaurant
434.4107692,184.4107692,0,175,3.5,9,6,1,11230,62,Education
1783.787692,1633.787692,0,157.5,7.5,9,3,10,1976,20,Independent Restaurant
2281.668462,81.66846154,0,0,300,9,8,5,21250,52,Independent Restaurant
25515.0125,25495.0125,10,61,8,9,4,5,3170,47,Independent Restaurant
1856.453269,1786.453269,60,26.5,35.5,9,4,10,90757,42,Hospitality
6386.401346,6381.401346,5,6.6,6.6,9,4,10,53136,21,Independent Restaurant
431.2023077,425.2023077,0,0.8,0.4,9,3,2,115402,49,Independent Restaurant
2994.924615,694.9246154,0,575,575,9,1,10,144978,13,Retail
53874.74544,53731.46154,0,32253.20531,107.4629231,10,9,4,24682,1,Retail
12728.736,10607.28,0,2121.456,0,10,4,8,33144,12,Independent Restaurant
91547.42038,46547.42038,0,42000,37000,10,7,9,97097,2,Retail
17359.61462,10859.61462,1500,12400,4300,10,6,9,86255,38,Independent Restaurant
24862.67731,13862.67731,0,11100,4350,10,4,5,124931,48,Education
94225.26096,17225.26096,0,10450,5100,10,5,9,43583,5,Other
12859.20231,6359.202308,0,4400,800,10,4,2,62960,12,Regional
5578.036346,2878.036346,1500,3750,3780,10,1,4,36406,64,Independent Restaurant
7612.422692,6862.422692,0,2637.5,2525,10,3,5,18390,14,Hospitality
11424.39038,4824.390385,4000,3600,4060,10,9,8,58952,24,Independent Restaurant
13556.93481,6556.934808,6000,5520,2220,10,5,8,141135,2,Independent Restaurant
8143.799038,3118.799038,5000,3400,2262.5,10,3,7,55569,66,Education
26765.46385,20265.46385,3000,4200,3075,10,3,6,32970,32,Independent Restaurant
2651.680192,1.68019231,2000,1650,1540,10,5,6,139328,24,Hospitality
11257.60654,1757.606538,3000,3650,3650,10,2,8,63442,13,Independent Restaurant
3182.133846,2432.133846,0,462.5,262.5,10,6,9,146501,32,Independent Restaurant
2037.801923,472.8019231,1000,1200,1356.5,10,9,6,7095,28,Hospitality
5546.010833,3946.010833,0,300,840,10,8,7,10268,15,Hospitality
1774.255962,524.2559615,800,400,555,10,9,4,37120,21,Independent Restaurant
2498.011346,798.0113462,0,1150,495,10,6,7,130989,17,Independent Restaurant
3253.208654,153.2086538,3000,2025,775,10,4,8,122278,54,Independent Restaurant
2401,1,1500,1020,1110,10,9,6,154493,54,Independent Restaurant
2801,1,0,0,0,10,5,6,119117,18,Independent Restaurant
13023.91865,13023.91865,0,0,0,0,0,0,40724,6,Hospitality
4833.46,4833.46,0,2175.057,1691.711,0,0,0,34527,46,Independent Restaurant
1515.0875,1515.0875,0,378.771875,257.564875,0,0,0,111205,67,Independent Restaurant
734.7435294,734.7435294,0,0,0,0,0,0,85492,2,Other
19452.24115,19452.24115,0,6400,800,0,0,0,95914,3,Independent Restaurant
19452.24115,19452.24115,0,0,0,0,0,0,95914,3,Independent Restaurant
19287.85558,19287.85558,0,8500,850,0,0,0,36072,21,Independent Restaurant
17911.95865,17911.95865,0,0,0,0,0,0,61838,11,Independent Restaurant
11015.15635,11015.15635,0,0,0,0,0,0,97458,23,Independent Restaurant
3771.327143,3771.327143,0,3750,3750,0,0,0,124554,47,Education
15249.47404,15249.47404,0,9750,2600,0,0,0,90851,1,Independent Restaurant
14270.1125,14270.1125,0,8400,1200,0,0,0,14682,50,Independent Restaurant
9797.186154,9797.186154,0,6000,3000,0,0,0,77400,47,Education
10335.63135,10335.63135,0,7350,2100,0,0,0,113080,31,Independent Restaurant
7122.484615,7122.484615,0,4000,3000,0,0,0,43990,5,Independent Restaurant
7122.484615,7122.484615,0,4000,3000,0,0,0,43990,5,Independent Restaurant
2864.216923,2864.216923,0,5000,5000,0,0,0,98334,3,Independent Restaurant
9822.115577,9822.115577,0,3000,500,0,0,0,2177,3,Independent Restaurant
3601.734615,3601.734615,0,0,0,0,0,0,122828,6,Independent Restaurant
14193.84788,14193.84788,0,2000,500,0,0,0,77138,23,Regional
30822.88769,30822.88769,0,0,0,0,0,0,3312,39,Other
12711.88692,12711.88692,0,7000,2000,0,0,0,31673,28,Independent Restaurant
2728.544615,2728.544615,0,0,0,0,0,0,38654,51,Independent Restaurant
10116.18058,10116.18058,0,7200,900,0,0,0,56178,24,Independent Restaurant
5979.160385,5979.160385,0,1600,1200,0,0,0,126394,10,Independent Restaurant
7529.283846,7529.283846,0,0,0,0,0,0,427,25,Independent Restaurant
4607.76,4607.76,0,3200,1600,0,0,0,23786,38,Hospitality
8335.760577,8335.760577,0,5200,1600,0,0,0,51337,9,Independent Restaurant
848.0325,848.0325,0,0,0,0,0,0,76205,15,Independent Restaurant
848.0325,848.0325,0,0,0,0,0,0,76205,15,Independent Restaurant
10935.39788,10935.39788,0,0,0,0,0,0,134381,24,Regional
6434.806538,6434.806538,0,0,0,0,0,0,49510,11,Independent Restaurant
2925.795,2925.795,0,3500,0,0,0,0,147730,36,Independent Restaurant
5727.880385,5727.880385,0,5312.5,0,0,0,0,152795,38,Independent Restaurant
195.7084615,195.7084615,0,0,0,0,0,0,119293,30,Education
4665.898462,4665.898462,0,900,4500,0,0,0,12915,5,Independent Restaurant
2363.195962,2363.195962,0,0,0,0,0,0,108733,47,Independent Restaurant
4589.071346,4589.071346,0,0,0,0,0,0,122375,16,Independent Restaurant
5190.410192,5190.410192,0,0,0,0,0,0,87753,6,Education
237.0996154,237.0996154,0,0,600,0,0,0,139453,38,Independent Restaurant
9240.249423,9240.249423,0,900,3000,0,0,0,133936,24,Independent Restaurant
65.86442308,65.86442308,0,3900,900,0,0,0,54630,13,Independent Restaurant
6188.163269,6188.163269,0,2500,1500,0,0,0,126420,10,Independent Restaurant
4584.187885,4584.187885,0,500,3500,0,0,0,125186,46,Regional
1739.911154,1739.911154,0,2500,1250,0,0,0,73077,29,Hospitality
2120.252885,2120.252885,0,2500,1250,0,0,0,54138,10,Independent Restaurant
10200.36154,10200.36154,0,2500,1500,0,0,0,61106,20,Independent Restaurant
892.8159615,892.8159615,0,0,0,0,0,0,114828,31,Retail
81.27263158,81.27263158,0,4250,250,0,0,0,79202,10,Education
14179.67038,14179.67038,0,1500,1250,0,0,0,105635,6,Independent Restaurant
230.2944231,230.2944231,0,2000,1000,0,0,0,50113,28,Independent Restaurant
2698.673684,2698.673684,0,0,1000,0,0,0,27903,5,Independent Restaurant
4236.207692,4236.207692,0,0,0,0,0,0,52995,34,Independent Restaurant
4965.411538,4965.411538,0,450,1350,0,0,0,14548,20,Independent Restaurant
4965.411538,4965.411538,0,0,0,0,0,0,14548,20,Independent Restaurant
4965.411538,4965.411538,0,0,0,0,0,0,14548,20,Independent Restaurant
1582.377115,1582.377115,0,900,2700,0,0,0,108828,52,National Chain
876.9851923,876.9851923,0,1600,1600,0,0,0,70090,31,Independent Restaurant
876.9851923,876.9851923,0,1600,1600,0,0,0,70090,31,Independent Restaurant
2978.233846,2978.233846,0,0,0,0,0,0,12700,27,Independent Restaurant
1703.696154,1703.696154,0,600,600,0,0,0,105674,16,Retail
167.3971154,167.3971154,0,200,800,0,0,0,39114,34,Hospitality
3577.779231,3577.779231,0,1200,1200,0,0,0,149220,26,Education
7472.953077,7472.953077,0,0,0,0,0,0,89650,27,Independent Restaurant
4722.9425,4722.9425,0,0,0,0,0,0,81168,71,Regional
2031.300192,2031.300192,0,1750,1050,0,0,0,132368,25,Independent Restaurant
1336.702308,1336.702308,0,1240,992,0,0,0,147916,17,Independent Restaurant
1336.702308,1336.702308,0,1240,992,0,0,0,147916,49,Independent Restaurant
2309.925769,2309.925769,0,0,0,0,0,0,133935,24,Retail
2489.428462,2489.428462,0,0,0,0,0,0,60186,5,Independent Restaurant
10691.96038,10691.96038,0,0,2250,0,0,0,47334,12,Retail
317.2026923,317.2026923,0,0,0,0,0,0,76635,30,Independent Restaurant
317.2026923,317.2026923,0,0,0,0,0,0,76635,30,Independent Restaurant
3867.975192,3867.975192,0,0,0,0,0,0,26746,54,Other
3089.531923,3089.531923,0,0,0,0,0,0,61827,47,Independent Restaurant
912.8517308,912.8517308,0,0,1250,0,0,0,132860,23,Independent Restaurant
1434.432115,1434.432115,0,125,1000,0,0,0,41576,30,Independent Restaurant
2655.632692,2655.632692,0,0,0,0,0,0,113852,52,Hospitality
1901.357115,1901.357115,0,0,0,0,0,0,108742,11,Independent Restaurant
143.4961539,143.4961539,0,1500,0,0,0,0,74538,61,Independent Restaurant
12755.265,12755.265,0,0,0,0,0,0,50551,10,Independent Restaurant
1862.705385,1862.705385,0,600,200,0,0,0,129671,13,Independent Restaurant
12775.38115,12775.38115,0,900,0,0,0,0,56961,45,Independent Restaurant
359.6911539,359.6911539,0,1000,600,0,0,0,117109,10,Independent Restaurant
518.4405769,518.4405769,0,680,680,0,0,0,96996,9,Hospitality
258.6161538,258.6161538,0,400,1200,0,0,0,132808,28,Independent Restaurant
11201.51231,11201.51231,0,1140,0,0,0,0,48538,13,Education
4511.086154,4511.086154,0,720,900,0,0,0,151156,58,Education
471.3519231,471.3519231,0,900,180,0,0,0,45226,56,Independent Restaurant
2021.905769,2021.905769,0,450,450,0,0,0,146487,2,Independent Restaurant
57.89865385,57.89865385,0,0,0,0,0,0,45343,37,Independent Restaurant
57.89865385,57.89865385,0,0,0,0,0,0,45343,37,Independent Restaurant
1121.580385,1121.580385,0,0,0,0,0,0,3487,31,Hospitality
2113.505192,2113.505192,0,0,0,0,0,0,151,20,Independent Restaurant
72.69826923,72.69826923,0,675,75,0,0,0,85485,31,Independent Restaurant
1751.442885,1751.442885,0,0,0,0,0,0,32899,52,Retail
1128.994808,1128.994808,0,0,0,0,0,0,143699,50,Education
1039.843462,1039.843462,0,0,0,0,0,0,41988,24,Independent Restaurant
270.4575,270.4575,0,980,140,0,0,0,148492,47,Independent Restaurant
715.4344231,715.4344231,0,400,200,0,0,0,116523,65,Health Care
623.4205769,623.4205769,0,0,0,0,0,0,126393,10,Independent Restaurant
1035.912115,1035.912115,0,0,360,0,0,0,22659,14,Independent Restaurant
109.3436538,109.3436538,0,480,60,0,0,0,101549,31,Hospitality
109.3436538,109.3436538,0,480,60,0,0,0,101549,31,Hospitality
134.35,134.35,0,300,600,0,0,0,45328,60,Hospitality
1322.108654,1322.108654,0,240,120,0,0,0,104826,54,Education
5745.352308,5745.352308,0,36,24,0,0,0,55087,7,Hospitality
22.16769231,22.16769231,0,0,0,0,0,0,29588,42,Independent Restaurant
6063.123846,6063.123846,0,400,400,0,0,0,133727,8,Education
239.6573077,239.6573077,0,200,0,0,0,0,39035,9,Independent Restaurant
239.6573077,239.6573077,0,200,0,0,0,0,39035,9,Independent Restaurant
2315.59,2315.59,0,0,100,0,0,0,40318,16,Education
2315.59,2315.59,0,0,0,0,0,0,40318,16,Education
869.5176923,869.5176923,0,300,100,0,0,0,104117,58,Independent Restaurant
346.6223077,346.6223077,0,0,0,0,0,0,149109,37,Hospitality
25.40288461,25.40288461,0,0,500,0,0,0,129601,23,Independent Restaurant
792.2003846,792.2003846,0,0,0,0,0,0,6788,31,Independent Restaurant
728.6992308,728.6992308,0,0,0,0,0,0,145994,39,Independent Restaurant
862.2676923,862.2676923,0,0,0,0,0,0,9822,6,Independent Restaurant
2090.170385,2090.170385,0,200,0,0,0,0,128877,31,Independent Restaurant
395.9128846,395.9128846,0,600,100,0,0,0,140054,36,Other
936.8498077,936.8498077,0,180,135,0,0,0,123996,14,Education
3412.652308,3412.652308,0,0,0,0,0,0,9460,8,Education
329.5766667,329.5766667,0,240,240,0,0,0,14174,42,Retail
658.7398077,658.7398077,0,0,0,0,0,0,123202,6,Independent Restaurant
934.2403846,934.2403846,0,0,0,0,0,0,144449,20,Independent Restaurant
262.9915385,262.9915385,0,400,240,0,0,0,38799,12,Hospitality
169.06,169.06,0,560,80,0,0,0,120522,54,Hospitality
922.892,922.892,0,0,0,0,0,0,53092,48,Independent Restaurant
23.61788462,23.61788462,0,300,150,0,0,0,101582,35,Independent Restaurant
1380.306538,1380.306538,0,240,60,0,0,0,16128,28,Education
160.2,160.2,0,0,0,0,0,0,117445,30,Education
519.8534616,519.8534616,0,0,0,0,0,0,131403,3,Hospitality
17.57942308,17.57942308,0,200,200,0,0,0,91475,37,Independent Restaurant
60.77557693,60.77557693,0,0,0,0,0,0,29781,6,Other
179.7957692,179.7957692,0,250,125,0,0,0,57134,58,Independent Restaurant
86.29557693,86.29557693,0,0,0,0,0,0,8870,19,Retail
143.3378846,143.3378846,0,0,0,0,0,0,89480,33,Independent Restaurant
1,1,0,0,0,0,0,0,148551,3,Independent Restaurant
3940.979038,3940.979038,0,0,0,0,0,0,64271,39,Independent Restaurant
1065.845385,1065.845385,0,0,0,0,0,0,40116,66,Education
526.7578571,526.7578571,0,0,0,0,0,0,142723,49,Independent Restaurant
517.6113462,517.6113462,0,200,0,0,0,0,9885,7,Other
305.0732692,305.0732692,0,0,0,0,0,0,154333,24,Independent Restaurant
174.3998077,174.3998077,0,60,30,0,0,0,148139,10,Independent Restaurant
46.91789474,46.91789474,0,100,0,0,0,0,29388,26,Education
113.2369231,113.2369231,0,170,0,0,0,0,147387,28,Education
128.1567308,128.1567308,0,0,0,0,0,0,26750,54,Hospitality
5074.739231,5074.739231,0,100,20,0,0,0,90587,61,Regional
267.654,267.654,0,0,0,0,0,0,47857,13,Other
1,1,0,0,0,0,0,0,9799,6,Education
52.51804878,52.51804878,0,0,25,0,0,0,87661,37,Government
26935.25154,26935.25154,0,40,20,0,0,0,15229,47,Education
749.654,749.654,0,20,10,0,0,0,100435,2,Regional
749.654,749.654,0,20,10,0,0,0,100435,2,Regional
292.9832,292.9832,0,0,0,0,0,0,60380,7,Hospitality
1159.1675,1159.1675,0,0,0,0,0,0,88979,30,Retail
96.45055556,96.45055556,0,0,0,0,0,0,150002,37,Hospitality
3893.789231,3893.789231,0,0,0,0,0,0,135963,30,Independent Restaurant
4486.574423,4486.574423,0,0,0,0,0,0,142614,20,Hospitality
1,1,0,0,0,0,0,0,54710,30,Education
1042.005962,1042.005962,0,0,0,0,0,0,125500,2,Independent Restaurant
730.5701923,730.5701923,0,0,0,0,0,0,42537,33,Independent Restaurant
1,1,0,0,0,0,0,0,148725,30,Education
6066.3975,6066.3975,0,0,0,0,0,0,136384,62,Education
2205.314423,2205.314423,0,0,0,0,0,0,13195,29,Independent Restaurant
782.1213462,782.1213462,0,0,0,0,0,0,45196,6,Hospitality
1,1,0,0,0,0,0,0,82526,11,Independent Restaurant
3055.31,3055.31,0,0,0,0,0,0,113834,48,Independent Restaurant
3834.059615,3834.059615,0,0,0,0,0,0,4654,23,Independent Restaurant
1,1,0,0,0,0,0,0,150029,66,Hospitality
3896.423846,3896.423846,0,0,0,0,0,0,45667,47,Independent Restaurant
3584.710385,3584.710385,0,0,0,0,0,0,39431,37,Independent Restaurant
5581.315,5581.315,0,0,0,0,0,0,121082,27,Independent Restaurant
150.8776923,150.8776923,0,0,0,0,0,0,70226,46,Independent Restaurant
150.8776923,150.8776923,0,0,0,0,0,0,70226,46,Independent Restaurant
150.8776923,150.8776923,0,0,0,0,0,0,70226,46,Independent Restaurant
830.8932692,830.8932692,0,0,0,0,0,0,42536,33,Retail
878.9192308,878.9192308,0,0,0,0,0,0,148336,36,Independent Restaurant
6096.822115,6096.822115,0,0,0,0,0,0,152474,40,National Chain
304.6351923,304.6351923,0,0,0,0,0,0,123330,7,Retail
4909.636346,4909.636346,0,0,0,0,0,0,147436,17,Retail
2598.749423,2598.749423,0,0,0,0,0,0,128626,39,Retail
1,1,0,0,0,0,0,0,96531,50,Government
9273.876346,9273.876346,0,0,0,0,0,0,125447,2,Independent Restaurant
6093.426538,6093.426538,0,0,0,0,0,0,30152,35,Independent Restaurant
6431.295577,6431.295577,0,0,0,0,0,0,30546,34,Independent Restaurant
5709.737885,5709.737885,0,0,0,0,0,0,86783,8,Other
615.5628846,615.5628846,0,0,0,0,0,0,138880,53,Independent Restaurant
5494.071731,5494.071731,0,0,0,0,0,0,112272,36,Independent Restaurant
2082.605192,2082.605192,0,0,0,0,0,0,148028,49,Independent Restaurant
879.4726923,879.4726923,0,0,0,0,0,0,63616,10,Independent Restaurant
5286.303846,5286.303846,0,0,0,0,0,0,100209,52,Independent Restaurant
705.9321154,705.9321154,0,0,0,0,0,0,142339,3,Independent Restaurant
113.2603846,113.2603846,0,0,0,0,0,0,138473,16,Independent Restaurant
5812.554231,5812.554231,0,0,0,0,0,0,130326,17,Independent Restaurant
411.3182692,411.3182692,0,0,0,0,0,0,24591,16,Retail
2403.317308,2403.317308,0,0,0,0,0,0,24270,24,Independent Restaurant
21289.72115,21289.72115,0,0,0,0,0,0,16082,28,National Chain
894.0871154,894.0871154,0,0,0,0,0,0,34823,17,Retail
3636.251538,3636.251538,0,0,0,0,0,0,149074,37,Independent Restaurant
3286.0075,3286.0075,0,0,0,0,0,0,63381,13,Regional
1,1,0,0,0,0,0,0,137832,26,Education
347.3523077,347.3523077,0,0,0,0,0,0,85693,28,Independent Restaurant
1,1,0,0,0,0,0,0,103030,8,Education
1148.986923,1148.986923,0,0,0,0,0,0,11353,33,Hospitality
6124.519615,6124.519615,0,0,0,0,0,0,42298,54,Retail
2329.679038,2329.679038,0,0,0,0,0,0,136562,33,Independent Restaurant
8406.632692,8406.632692,0,0,0,0,0,0,42027,37,Other
7424.311154,7424.311154,0,0,0,0,0,0,114815,10,Independent Restaurant
1,1,0,0,0,0,0,0,18276,22,Independent Restaurant
1,1,0,0,0,0,0,0,141181,2,Hospitality
1054.370192,1054.370192,0,0,0,0,0,0,69156,14,Independent Restaurant
1054.370192,1054.370192,0,0,0,0,0,0,69156,14,Independent Restaurant
3406.4925,3406.4925,0,0,0,0,0,0,78347,28,Independent Restaurant
1012.250577,1012.250577,0,0,0,0,0,0,50277,17,Independent Restaurant
5643.444038,5643.444038,0,0,0,0,0,0,19145,17,Hospitality
1460.878846,1460.878846,0,0,0,0,0,0,73788,53,Independent Restaurant
1,1,0,0,0,0,0,0,15430,48,Education
5700.828846,5700.828846,0,0,0,0,0,0,39919,60,Independent Restaurant
3287.171154,3287.171154,0,0,0,0,0,0,13968,60,Independent Restaurant
147.4109615,147.4109615,0,0,0,0,0,0,125877,3,Education
3222.302308,3222.302308,0,0,0,0,0,0,73944,27,Independent Restaurant
140.5973077,140.5973077,0,0,0,0,0,0,18869,12,Independent Restaurant
2205.681538,2205.681538,0,0,0,0,0,0,89035,43,Independent Restaurant
7432.245769,7432.245769,0,0,0,0,0,0,14647,32,Independent Restaurant
7432.245769,7432.245769,0,0,0,0,0,0,14647,32,Independent Restaurant
1479.761538,1479.761538,0,0,0,0,0,0,62966,12,Independent Restaurant
1,1,0,0,0,0,0,0,91329,30,Independent Restaurant
1006.326731,1006.326731,0,0,0,0,0,0,537,32,Independent Restaurant
1204.187115,1204.187115,0,0,0,0,0,0,133676,26,Education
1,1,0,0,0,0,0,0,44474,62,Hospitality
1,1,0,0,0,0,0,0,1511,23,Independent Restaurant
943.6882692,943.6882692,0,0,0,0,0,0,12534,66,Independent Restaurant
12393.50115,12393.50115,0,0,0,0,0,0,47105,2,Independent Restaurant
809.1878846,809.1878846,0,0,0,0,0,0,86400,37,Independent Restaurant
3214.581731,3214.581731,0,0,0,0,0,0,46343,31,Independent Restaurant
1,1,0,0,0,0,0,0,27229,27,Education
2858.528654,2858.528654,0,0,0,0,0,0,145765,9,Independent Restaurant
1,1,0,0,0,0,0,0,21339,35,Other
4387.363654,4387.363654,0,0,0,0,0,0,36726,32,Retail
1,1,0,0,0,0,0,0,43345,62,Independent Restaurant
3420.344615,3420.344615,0,0,0,0,0,0,55900,29,Hospitality
3552.406538,3552.406538,0,0,0,0,0,0,140701,22,Independent Restaurant
8119.434423,8119.434423,0,0,0,0,0,0,141907,13,Retail
1,1,0,0,0,0,0,0,73965,27,Education
1,1,0,0,0,0,0,0,130571,9,Independent Restaurant
591.3288462,591.3288462,0,0,0,0,0,0,154632,61,Independent Restaurant
591.3288462,591.3288462,0,0,0,0,0,0,154632,61,Independent Restaurant
1333.951731,1333.951731,0,0,0,0,0,0,101748,6,Independent Restaurant
1,1,0,0,0,0,0,0,134078,66,Retail
1,1,0,0,0,0,0,0,134078,66,Retail
1,1,0,0,0,0,0,0,119550,6,Other
5623.271538,5623.271538,0,0,0,0,0,0,73575,62,Hospitality
569.5436538,569.5436538,0,0,0,0,0,0,2063,39,Health Care
1,1,0,0,0,0,0,0,90460,27,Education
1,1,0,0,0,0,0,0,6567,3,Hospitality
1,1,0,0,0,0,0,0,47668,3,Education
1,1,0,0,0,0,0,0,139145,33,Independent Restaurant
1,1,0,0,0,0,0,0,139145,33,Independent Restaurant
1006.798654,1006.798654,0,0,0,0,0,0,63313,13,Education
1006.798654,1006.798654,0,0,0,0,0,0,63313,13,Education
537.63,537.63,0,0,0,0,0,0,16219,12,Education
25680.89,25680.89,0,0,0,0,0,0,28155,5,Independent Restaurant
940.3919231,940.3919231,0,0,0,0,0,0,101943,30,Independent Restaurant
1,1,0,0,0,0,0,0,44923,38,Health Care
103.7367308,103.7367308,0,0,0,0,0,0,43231,19,Retail
132.4517308,132.4517308,0,0,0,0,0,0,70865,1,Other
1489.219231,1489.219231,0,0,0,0,0,0,115731,32,Independent Restaurant
15730.31558,15730.31558,0,0,0,0,0,0,99056,3,Independent Restaurant
1,1,0,0,0,0,0,0,58341,27,Education
17282.32135,17282.32135,0,0,0,0,0,0,47945,10,Hospitality
3914.270769,3914.270769,0,0,0,0,0,0,109333,46,Independent Restaurant
1,1,0,0,0,0,0,0,82614,46,Hospitality
1,1,0,0,0,0,0,0,7465,20,Hospitality
1,1,0,0,0,0,0,0,10466,58,Education
7218.139038,7218.139038,0,0,0,0,0,0,92885,25,Independent Restaurant
1,1,0,0,0,0,0,0,154123,8,Independent Restaurant
15183.40365,15183.40365,0,0,0,0,0,0,100349,52,Independent Restaurant
1,1,0,0,0,0,0,0,74291,15,Hospitality
1068.589038,1068.589038,0,0,0,0,0,0,144962,9,Independent Restaurant
984.5011539,984.5011539,0,0,0,0,0,0,121835,38,Independent Restaurant
1,1,0,0,0,0,0,0,79733,25,Education
5247.060962,5247.060962,0,0,0,0,0,0,50083,17,Independent Restaurant
29557.27365,29557.27365,0,0,0,0,0,0,58401,27,Hospitality
1,1,0,0,0,0,0,0,88545,58,Education
1591.488077,1591.488077,0,0,0,0,0,0,138895,8,Independent Restaurant
34930.8375,34930.8375,0,0,0,0,0,0,30515,52,Independent Restaurant
124.3738462,124.3738462,0,0,0,0,0,0,9009,45,Retail
1,1,0,0,0,0,0,0,119814,58,Education
1,1,0,0,0,0,0,0,149874,1,Education
1,1,0,0,0,0,0,0,57454,19,Education
1,1,0,0,0,0,0,0,57454,19,Education
1,1,0,0,0,0,0,0,39247,30,Education
1,1,0,0,0,0,0,0,39247,30,Education
1,1,0,0,0,0,0,0,104138,58,Education
4917.274038,4917.274038,0,0,0,0,0,0,124084,51,Hospitality
1,1,0,0,0,0,0,0,75942,24,Independent Restaurant
164.0115385,164.0115385,0,0,0,0,0,0,84393,49,Education
1,1,0,0,0,0,0,0,88534,58,Education
2239.532885,2239.532885,0,0,0,0,0,0,98522,65,Hospitality
11631.86673,11631.86673,0,0,0,0,0,0,96799,50,Independent Restaurant
1381.663846,1381.663846,0,0,0,0,0,0,107619,61,Independent Restaurant
1381.663846,1381.663846,0,0,0,0,0,0,107619,61,Independent Restaurant
1381.663846,1381.663846,0,0,0,0,0,0,107619,61,Independent Restaurant
1381.663846,1381.663846,0,0,0,0,0,0,107619,61,Independent Restaurant
101.1146154,101.1146154,0,0,0,0,0,0,123595,27,Independent Restaurant
1,1,0,0,0,0,0,0,32647,32,Hospitality
1,1,0,0,0,0,0,0,80914,50,Hospitality
1577.494423,1577.494423,0,0,0,0,0,0,147371,50,Independent Restaurant
1601.793846,1601.793846,0,0,0,0,0,0,85152,48,Independent Restaurant
1052.198846,1052.198846,0,0,0,0,0,0,2798,50,Education
